type,key,category,group,pattern,result,ingredients,ingredient,experience,cookingtime,input,material,addition,template,base,show_notification
minecraft:crafting_shaped,@{#=minecraft:cobblestone; X=minecraft:stick},redstone,,"[""X"",""#""]",@{count=1; id=minecraft:lever},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:copper_ingot},redstone,,"[""#"",""#"",""#""]",@{count=1; id=minecraft:lightning_rod},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_blue_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:light_blue_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_blue_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:light_blue_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:light_blue_bundle},,,,,#minecraft:bundles,minecraft:light_blue_dye,,,,
minecraft:crafting_shapeless,,misc,dyed_candle,,@{count=1; id=minecraft:light_blue_candle},"[""minecraft:candle"",""minecraft:light_blue_dye""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_blue_wool},misc,carpet,"""##""",@{count=3; id=minecraft:light_blue_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,concrete_powder,,@{count=8; id=minecraft:light_blue_concrete_powder},"[""minecraft:light_blue_dye"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_blue_dye,,@{count=1; id=minecraft:light_blue_dye},"""minecraft:blue_orchid""",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_blue_dye,,@{count=2; id=minecraft:light_blue_dye},"[""minecraft:blue_dye"",""minecraft:white_dye""]",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:light_blue_glazed_terracotta},,minecraft:light_blue_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_blue_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:light_blue_harness},,,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:light_blue_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:light_blue_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:light_blue_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:light_blue_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_blue_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:light_blue_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:light_blue_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:light_blue_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:light_blue_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:light_blue_terracotta},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_gray_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:light_gray_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_gray_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:light_gray_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:light_gray_bundle},,,,,#minecraft:bundles,minecraft:light_gray_dye,,,,
minecraft:crafting_shapeless,,misc,dyed_candle,,@{count=1; id=minecraft:light_gray_candle},"[""minecraft:candle"",""minecraft:light_gray_dye""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_gray_wool},misc,carpet,"""##""",@{count=3; id=minecraft:light_gray_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,concrete_powder,,@{count=8; id=minecraft:light_gray_concrete_powder},"[""minecraft:light_gray_dye"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_gray_dye,,@{count=1; id=minecraft:light_gray_dye},"""minecraft:azure_bluet""",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_gray_dye,,@{count=3; id=minecraft:light_gray_dye},"[""minecraft:black_dye"",""minecraft:white_dye"",""minecraft:white_dye""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_gray_dye,,@{count=2; id=minecraft:light_gray_dye},"[""minecraft:gray_dye"",""minecraft:white_dye""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_gray_dye,,@{count=1; id=minecraft:light_gray_dye},"""minecraft:oxeye_daisy""",,,,,,,,,
minecraft:crafting_shapeless,,misc,light_gray_dye,,@{count=1; id=minecraft:light_gray_dye},"""minecraft:white_tulip""",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:light_gray_glazed_terracotta},,minecraft:light_gray_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_gray_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:light_gray_harness},,,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:light_gray_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:light_gray_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:light_gray_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:light_gray_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:light_gray_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:light_gray_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:light_gray_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:light_gray_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:light_gray_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:light_gray_terracotta},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:gold_ingot},redstone,,"""##""",@{count=1; id=minecraft:light_weighted_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:lime_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:lime_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:lime_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:lime_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:lime_bundle},,,,,#minecraft:bundles,minecraft:lime_dye,,,,
minecraft:crafting_shapeless,,misc,dyed_candle,,@{count=1; id=minecraft:lime_candle},"[""minecraft:candle"",""minecraft:lime_dye""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:lime_wool},misc,carpet,"""##""",@{count=3; id=minecraft:lime_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,concrete_powder,,@{count=8; id=minecraft:lime_concrete_powder},"[""minecraft:lime_dye"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=2; id=minecraft:lime_dye},"[""minecraft:green_dye"",""minecraft:white_dye""]",,,,,,,,,
minecraft:smelting,,misc,,,@{id=minecraft:lime_dye},,minecraft:sea_pickle,0.1,200,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:lime_glazed_terracotta},,minecraft:lime_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:lime_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:lime_harness},,,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:lime_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:lime_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:lime_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:lime_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:lime_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:lime_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:lime_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:lime_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:lime_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:lime_terracotta},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:iron_ingot; S=minecraft:chiseled_stone_bricks},misc,,"[""SSS"",""S#S"",""SSS""]",@{count=1; id=minecraft:lodestone},,,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks; @=minecraft:string},misc,,"[""@@"",""##""]",@{count=1; id=minecraft:loom},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:heavy_core; I=minecraft:breeze_rod},equipment,,"["" # "","" I ""]",@{count=1; id=minecraft:mace},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:magenta_wool; |=minecraft:stick},misc,banner,"[""###"",""###"","" | ""]",@{count=1; id=minecraft:magenta_banner},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:magenta_wool; X=#minecraft:planks},misc,bed,"[""###"",""XXX""]",@{count=1; id=minecraft:magenta_bed},,,,,,,,,,
minecraft:crafting_transmute,,equipment,bundle_dye,,@{id=minecraft:magenta_bundle},,,,,#minecraft:bundles,minecraft:magenta_dye,,,,
minecraft:crafting_shapeless,,misc,dyed_candle,,@{count=1; id=minecraft:magenta_candle},"[""minecraft:candle"",""minecraft:magenta_dye""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:magenta_wool},misc,carpet,"""##""",@{count=3; id=minecraft:magenta_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,concrete_powder,,@{count=8; id=minecraft:magenta_concrete_powder},"[""minecraft:magenta_dye"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:sand"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel"",""minecraft:gravel""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,magenta_dye,,@{count=1; id=minecraft:magenta_dye},"""minecraft:allium""",,,,,,,,,
minecraft:crafting_shapeless,,misc,magenta_dye,,@{count=3; id=minecraft:magenta_dye},"[""minecraft:blue_dye"",""minecraft:red_dye"",""minecraft:pink_dye""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,magenta_dye,,@{count=4; id=minecraft:magenta_dye},"[""minecraft:blue_dye"",""minecraft:red_dye"",""minecraft:red_dye"",""minecraft:white_dye""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,magenta_dye,,@{count=2; id=minecraft:magenta_dye},"""minecraft:lilac""",,,,,,,,,
minecraft:crafting_shapeless,,misc,magenta_dye,,@{count=2; id=minecraft:magenta_dye},"[""minecraft:purple_dye"",""minecraft:pink_dye""]",,,,,,,,,
minecraft:smelting,,blocks,,,@{id=minecraft:magenta_glazed_terracotta},,minecraft:magenta_terracotta,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:magenta_wool; G=minecraft:glass; L=minecraft:leather},equipment,harness,"[""LLL"",""G#G""]",@{count=1; id=minecraft:magenta_harness},,,,,,,,,,
minecraft:crafting_transmute,,misc,shulker_box_dye,,@{id=minecraft:magenta_shulker_box},,,,,#minecraft:shulker_boxes,minecraft:magenta_dye,,,,
minecraft:crafting_shaped,@{#=minecraft:glass; X=minecraft:magenta_dye},building,stained_glass,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:magenta_stained_glass},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:magenta_stained_glass},misc,stained_glass_pane,"[""###"",""###""]",@{count=16; id=minecraft:magenta_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:glass_pane; $=minecraft:magenta_dye},misc,stained_glass_pane,"[""###"",""#$#"",""###""]",@{count=8; id=minecraft:magenta_stained_glass_pane},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:terracotta; X=minecraft:magenta_dye},building,stained_terracotta,"[""###"",""#X#"",""###""]",@{count=8; id=minecraft:magenta_terracotta},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:magma_cream},building,,"[""##"",""##""]",@{count=1; id=minecraft:magma_block},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:magma_cream},"[""minecraft:blaze_powder"",""minecraft:slime_ball""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks},misc,boat,"[""# #"",""###""]",@{count=1; id=minecraft:mangrove_boat},,,,,,,,,,
minecraft:crafting_shapeless,,redstone,wooden_button,,@{count=1; id=minecraft:mangrove_button},"""minecraft:mangrove_planks""",,,,,,,,,
minecraft:crafting_shapeless,,misc,chest_boat,,@{count=1; id=minecraft:mangrove_chest_boat},"[""minecraft:chest"",""minecraft:mangrove_boat""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks},redstone,wooden_door,"[""##"",""##"",""##""]",@{count=3; id=minecraft:mangrove_door},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:mangrove_planks},misc,wooden_fence,"[""W#W"",""W#W""]",@{count=3; id=minecraft:mangrove_fence},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:mangrove_planks},redstone,wooden_fence_gate,"[""#W#"",""#W#""]",@{count=1; id=minecraft:mangrove_fence_gate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_mangrove_log; X=minecraft:iron_chain},misc,hanging_sign,"[""X X"",""###"",""###""]",@{count=6; id=minecraft:mangrove_hanging_sign},,,,,,,,,,
minecraft:crafting_shapeless,,building,planks,,@{count=4; id=minecraft:mangrove_planks},"""#minecraft:mangrove_logs""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks},redstone,wooden_pressure_plate,"""##""",@{count=1; id=minecraft:mangrove_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_mangrove_log},misc,shelf,"[""###"",""   "",""###""]",@{count=6; id=minecraft:mangrove_shelf},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks; X=minecraft:stick},misc,wooden_sign,"[""###"",""###"","" X ""]",@{count=3; id=minecraft:mangrove_sign},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks},building,wooden_slab,"""###""",@{count=6; id=minecraft:mangrove_slab},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks},building,wooden_stairs,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:mangrove_stairs},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_planks},redstone,wooden_trapdoor,"[""###"",""###""]",@{count=2; id=minecraft:mangrove_trapdoor},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mangrove_log},building,bark,"[""##"",""##""]",@{count=3; id=minecraft:mangrove_wood},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:paper; X=minecraft:compass},misc,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:map},,,,,,,,,,
minecraft:crafting_special_mapcloning,,misc,,,,,,,,,,,,,
minecraft:crafting_special_mapextending,,misc,,,,,,,,,,,,,
minecraft:crafting_shapeless,,building,,,@{count=1; id=minecraft:melon},"[""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice"",""minecraft:melon_slice""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:melon_seeds},"""minecraft:melon_slice""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:iron_ingot},misc,,"[""# #"",""###""]",@{count=1; id=minecraft:minecart},,,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:mojang_banner_pattern},"[""minecraft:paper"",""minecraft:enchanted_golden_apple""]",,,,,,,,,
minecraft:crafting_shapeless,,building,mossy_cobblestone,,@{count=1; id=minecraft:mossy_cobblestone},"[""minecraft:cobblestone"",""minecraft:moss_block""]",,,,,,,,,
minecraft:crafting_shapeless,,building,mossy_cobblestone,,@{count=1; id=minecraft:mossy_cobblestone},"[""minecraft:cobblestone"",""minecraft:vine""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mossy_cobblestone},building,,"""###""",@{count=6; id=minecraft:mossy_cobblestone_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:mossy_cobblestone_slab},,minecraft:mossy_cobblestone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mossy_cobblestone},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:mossy_cobblestone_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:mossy_cobblestone_stairs},,minecraft:mossy_cobblestone,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mossy_cobblestone},misc,,"[""###"",""###""]",@{count=6; id=minecraft:mossy_cobblestone_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:mossy_cobblestone_wall},,minecraft:mossy_cobblestone,,,,,,,,
minecraft:crafting_shapeless,,building,mossy_stone_bricks,,@{count=1; id=minecraft:mossy_stone_bricks},"[""minecraft:stone_bricks"",""minecraft:moss_block""]",,,,,,,,,
minecraft:crafting_shapeless,,building,mossy_stone_bricks,,@{count=1; id=minecraft:mossy_stone_bricks},"[""minecraft:stone_bricks"",""minecraft:vine""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mossy_stone_bricks},building,,"""###""",@{count=6; id=minecraft:mossy_stone_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:mossy_stone_brick_slab},,minecraft:mossy_stone_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mossy_stone_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:mossy_stone_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:mossy_stone_brick_stairs},,minecraft:mossy_stone_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mossy_stone_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:mossy_stone_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:mossy_stone_brick_wall},,minecraft:mossy_stone_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:moss_block},misc,carpet,"""##""",@{count=3; id=minecraft:moss_carpet},,,,,,,,,,
minecraft:crafting_shapeless,,building,,,@{count=1; id=minecraft:muddy_mangrove_roots},"[""minecraft:mud"",""minecraft:mangrove_roots""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:packed_mud},building,,"[""##"",""##""]",@{count=4; id=minecraft:mud_bricks},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mud_bricks},building,,"""###""",@{count=6; id=minecraft:mud_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:mud_brick_slab},,minecraft:mud_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mud_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:mud_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:mud_brick_stairs},,minecraft:mud_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:mud_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:mud_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:mud_brick_wall},,minecraft:mud_bricks,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:mushroom_stew},"[""minecraft:brown_mushroom"",""minecraft:red_mushroom"",""minecraft:bowl""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,,,@{count=1; id=minecraft:music_disc_5},"[""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5"",""minecraft:disc_fragment_5""]",,,,,,,,,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_axe},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_axe,
minecraft:crafting_shaped,@{#=minecraft:netherite_ingot},building,,"[""###"",""###"",""###""]",@{count=1; id=minecraft:netherite_block},,,,,,,,,,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_boots},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_boots,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_chestplate},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_chestplate,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_helmet},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_helmet,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_hoe},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_hoe,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_horse_armor},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_horse_armor,
minecraft:crafting_shapeless,,misc,netherite_ingot,,@{count=1; id=minecraft:netherite_ingot},"[""minecraft:netherite_scrap"",""minecraft:netherite_scrap"",""minecraft:netherite_scrap"",""minecraft:netherite_scrap"",""minecraft:gold_ingot"",""minecraft:gold_ingot"",""minecraft:gold_ingot"",""minecraft:gold_ingot""]",,,,,,,,,
minecraft:crafting_shapeless,,misc,netherite_ingot,,@{count=9; id=minecraft:netherite_ingot},"""minecraft:netherite_block""",,,,,,,,,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_leggings},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_leggings,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_nautilus_armor},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_nautilus_armor,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_pickaxe},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_pickaxe,
minecraft:smelting,,misc,,,@{id=minecraft:netherite_scrap},,minecraft:ancient_debris,2,200,,,,,,
minecraft:blasting,,misc,,,@{id=minecraft:netherite_scrap},,minecraft:ancient_debris,2,100,,,,,,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_shovel},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_shovel,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_spear},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_spear,
minecraft:smithing_transform,,,,,@{id=minecraft:netherite_sword},,,,,,,#minecraft:netherite_tool_materials,minecraft:netherite_upgrade_smithing_template,minecraft:diamond_sword,
minecraft:crafting_shaped,@{#=minecraft:diamond; C=minecraft:netherrack; S=minecraft:netherite_upgrade_smithing_template},misc,,"[""#S#"",""#C#"",""###""]",@{count=2; id=minecraft:netherite_upgrade_smithing_template},,,,,,,,,,
minecraft:smelting,,misc,,,@{id=minecraft:nether_brick},,minecraft:netherrack,0.1,200,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nether_brick},building,,"[""##"",""##""]",@{count=1; id=minecraft:nether_bricks},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nether_brick; W=minecraft:nether_bricks},misc,,"[""W#W"",""W#W""]",@{count=6; id=minecraft:nether_brick_fence},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nether_bricks},building,,"""###""",@{count=6; id=minecraft:nether_brick_slab},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=2; id=minecraft:nether_brick_slab},,minecraft:nether_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nether_bricks},building,,"[""#  "",""## "",""###""]",@{count=4; id=minecraft:nether_brick_stairs},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:nether_brick_stairs},,minecraft:nether_bricks,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:nether_bricks},misc,,"[""###"",""###""]",@{count=6; id=minecraft:nether_brick_wall},,,,,,,,,,
minecraft:stonecutting,,,,,@{count=1; id=minecraft:nether_brick_wall},,minecraft:nether_bricks,,,,,,,,
minecraft:crafting_shapeless,,building,,,@{count=1; id=minecraft:nether_wart_block},"[""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart"",""minecraft:nether_wart""]",,,,,,,,,
minecraft:crafting_shaped,@{#=#minecraft:planks; X=minecraft:redstone},redstone,,"[""###"",""#X#"",""###""]",@{count=1; id=minecraft:note_block},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_planks},misc,boat,"[""# #"",""###""]",@{count=1; id=minecraft:oak_boat},,,,,,,,,,
minecraft:crafting_shapeless,,redstone,wooden_button,,@{count=1; id=minecraft:oak_button},"""minecraft:oak_planks""",,,,,,,,,
minecraft:crafting_shapeless,,misc,chest_boat,,@{count=1; id=minecraft:oak_chest_boat},"[""minecraft:chest"",""minecraft:oak_boat""]",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_planks},redstone,wooden_door,"[""##"",""##"",""##""]",@{count=3; id=minecraft:oak_door},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:oak_planks},misc,wooden_fence,"[""W#W"",""W#W""]",@{count=3; id=minecraft:oak_fence},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stick; W=minecraft:oak_planks},redstone,wooden_fence_gate,"[""#W#"",""#W#""]",@{count=1; id=minecraft:oak_fence_gate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_oak_log; X=minecraft:iron_chain},misc,hanging_sign,"[""X X"",""###"",""###""]",@{count=6; id=minecraft:oak_hanging_sign},,,,,,,,,,
minecraft:crafting_shapeless,,building,planks,,@{count=4; id=minecraft:oak_planks},"""#minecraft:oak_logs""",,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:oak_planks},redstone,wooden_pressure_plate,"""##""",@{count=1; id=minecraft:oak_pressure_plate},,,,,,,,,,
minecraft:crafting_shaped,@{#=minecraft:stripped_oak_log},misc,shelf,"[""###"",""   "",""###""]",@{count=6; id=minecraft:oak_shelf},,,,,,,,,,
